,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,geom
270,2508,2524,FS-1424358,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,35,12,B48P,INDEPENDENCE,,,,,,2005,2453603.5,233,0950,9.0,Miscellaneous,2453603.5,233.0,1021,0.1,A,39.33,-120.08972222,13.0,STATE OR PRIVATE,CA,,,,"b""\x00\x01\xad\x10\x00\x00\xf4'D\x02\xbe\x05^\xc0\x10\xd7\xa3p=\xaaC@\xf4'D\x02\xbe\x05^\xc0\x10\xd7\xa3p=\xaaC@|\x01\x00\x00\x00\xf4'D\x02\xbe\x05^\xc0\x10\xd7\xa3p=\xaaC@\xfe""",POINT (-120.0897222199999 39.33000000000004)
271,2509,2525,FS-1424365,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,36,14,B4UP,VOLCANO FIRE,,,,,,2005,2453604.5,234,1600,4.0,Campfire,2453604.5,234.0,2055,0.1,A,39.60666667,-120.62472222,13.0,STATE OR PRIVATE,CA,,,,"b""\x00\x01\xad\x10\x00\x00\x00\xff\xe7r\xfb'^\xc0\x98\x9c\xe1@\xa7\xcdC@\x00\xff\xe7r\xfb'^\xc0\x98\x9c\xe1@\xa7\xcdC@|\x01\x00\x00\x00\x00\xff\xe7r\xfb'^\xc0\x98\x9c\xe1@\xa7\xcdC@\xfe""",POINT (-120.62472222 39.60666667000004)
272,2510,2526,FS-1424366,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,37,15,B4WM,CORNISH,,,,,,2005,2453605.5,235,1220,2.0,Equipment Use,2453605.5,235.0,1514,0.1,A,39.49944444,-120.77888889,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00 q\xc9P\xd91^\xc0\x10\xfc\x9f\xcb\xed\xbfC@ q\xc9P\xd91^\xc0\x10\xfc\x9f\xcb\xed\xbfC@|\x01\x00\x00\x00 q\xc9P\xd91^\xc0\x10\xfc\x9f\xcb\xed\xbfC@\xfe',POINT (-120.77888889 39.49944444000005)
273,2511,2527,FS-1424367,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,39,14,B48P,CAMINO#3,,,,,,2005,2453606.5,236,1220,2.0,Equipment Use,2453606.5,236.0,1225,0.1,A,39.73027778,-120.45666667,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xac4\xd7\x06:\x1d^\xc0@\x0c\x07\xbey\xddC@\xac4\xd7\x06:\x1d^\xc0@\x0c\x07\xbey\xddC@|\x01\x00\x00\x00\xac4\xd7\x06:\x1d^\xc0@\x0c\x07\xbey\xddC@\xfe',POINT (-120.4566666699999 39.73027778000005)
274,2512,2528,FS-1424368,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,46,9,BE0T,ONION#1,,,,,,2005,2453598.5,228,1916,1.0,Lightning,2453598.5,228.0,2020,0.1,A,39.51638889,-120.29972222,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x0042\x1b\xa6.\x13^\xc0\xb0H\xf9\x07\x19\xc2C@42\x1b\xa6.\x13^\xc0\xb0H\xf9\x07\x19\xc2C@|\x01\x00\x00\x0042\x1b\xa6.\x13^\xc0\xb0H\xf9\x07\x19\xc2C@\xfe',POINT (-120.29972222 39.51638889000003)
275,2565,2581,FS-1424468,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,14,51-04,BE0L,GRIFFON,,,,,,2005,2453565.5,195,1125,4.0,Campfire,2453565.5,195.0,1135,0.1,A,40.27,-123.31833333,5.0,USFS,CA,,,,"b'\x00\x01\xad\x10\x00\x00\xe8d\xc2\x92_\xd4^\xc0\xc8\xf5(\\\x8f""D@\xe8d\xc2\x92_\xd4^\xc0\xc8\xf5(\\\x8f""D@|\x01\x00\x00\x00\xe8d\xc2\x92_\xd4^\xc0\xc8\xf5(\\\x8f""D@\xfe'",POINT (-123.31833333 40.27000000000004)
276,2568,2584,FS-1424472,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,15,51-05,BE0L,SHELLY,,,,,,2005,2453566.5,196,1600,4.0,Campfire,2453566.5,196.0,1730,0.1,A,41.87666667,-123.84666667,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xd8\x90f\xc9/\xf6^\xc0`\x92\n\x9d6\xf0D@\xd8\x90f\xc9/\xf6^\xc0`\x92\n\x9d6\xf0D@|\x01\x00\x00\x00\xd8\x90f\xc9/\xf6^\xc0`\x92\n\x9d6\xf0D@\xfe',POINT (-123.84666667 41.87666667000008)
277,2569,2585,FS-1424473,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,91,5328,B6UM,RED GATE,,,,,,2005,2453645.5,275,1250,7.0,Arson,2453645.5,275.0,1255,0.1,A,33.29972222,-116.91638889,6.0,OTHER FEDERAL,CA,,,,b'\x00\x01\xad\x10\x00\x00\xec=\x96\x1d\xa6:]\xc0pd6L]\xa6@@\xec=\x96\x1d\xa6:]\xc0pd6L]\xa6@@|\x01\x00\x00\x00\xec=\x96\x1d\xa6:]\xc0pd6L]\xa6@@\xfe',POINT (-116.91638889 33.29972222000004)
278,2572,2588,FS-1424477,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,16,51-06,BE0L,FLAT CAMP,,,,,,2005,2453567.5,197,1045,4.0,Campfire,2453567.5,197.0,1200,0.1,A,41.68666667,-123.91305556,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00`h\x96\x80o\xfa^\xc0\xa8s\x85\xb1\xe4\xd7D@`h\x96\x80o\xfa^\xc0\xa8s\x85\xb1\xe4\xd7D@|\x01\x00\x00\x00`h\x96\x80o\xfa^\xc0\xa8s\x85\xb1\xe4\xd7D@\xfe',POINT (-123.91305556 41.68666667000008)
279,2575,2591,FS-1424481,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,17,51-07,BE0L,GASQUET MOUNTAIN,,,,,,2005,2453567.5,197,1518,4.0,Campfire,2453567.5,197.0,1535,0.1,A,41.9075,-124.03305556,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xa8I\x11\x95\x1d\x02_\xc0`\x8f\xc2\xf5(\xf4D@\xa8I\x11\x95\x1d\x02_\xc0`\x8f\xc2\xf5(\xf4D@|\x01\x00\x00\x00\xa8I\x11\x95\x1d\x02_\xc0`\x8f\xc2\xf5(\xf4D@\xfe',POINT (-124.03305556 41.90750000000003)
280,2576,2592,FS-1424483,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,18,51-08,BE0L,COOPER,,,,,,2005,2453568.5,198,1110,4.0,Campfire,2453568.5,198.0,1125,0.1,A,41.83277778,-124.03472222,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x0c\xd6\x8b\xe38\x02_\xc0\xc8\xf7Xv\x98\xeaD@\x0c\xd6\x8b\xe38\x02_\xc0\xc8\xf7Xv\x98\xeaD@|\x01\x00\x00\x00\x0c\xd6\x8b\xe38\x02_\xc0\xc8\xf7Xv\x98\xeaD@\xfe',POINT (-124.03472222 41.83277778000007)
281,2577,2593,FS-1424485,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,19,51-09,BE0L,GRIFFON 2,,,,,,2005,2453570.5,200,1045,4.0,Campfire,2453570.5,200.0,1105,0.1,A,41.86111111,-123.87083333,5.0,USFS,CA,,,,"b""\x00\x01\xad\x10\x00\x00x'\xb8\xbb\xbb\xf7^\xc0\x10\xd6\x8b\xe38\xeeD@x'\xb8\xbb\xbb\xf7^\xc0\x10\xd6\x8b\xe38\xeeD@|\x01\x00\x00\x00x'\xb8\xbb\xbb\xf7^\xc0\x10\xd6\x8b\xe38\xeeD@\xfe""",POINT (-123.87083333 41.86111111000002)
282,2578,2594,FS-1424487,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,20,53-05,B1H2,GULCH,,,,,,2005,2453573.5,203,0930,5.0,Debris Burning,2453573.5,203.0,1256,0.1,A,40.92388889,-123.6225,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00\xa0p=\n\xd7\xe7^\xc0\x10\xd8\xbb\xfdAvD@\xa0p=\n\xd7\xe7^\xc0\x10\xd8\xbb\xfdAvD@|\x01\x00\x00\x00\xa0p=\n\xd7\xe7^\xc0\x10\xd8\xbb\xfdAvD@\xfe',POINT (-123.6224999999999 40.92388889000006)
283,2579,2595,FS-1424489,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,21,54-05,B10H,HOBART,,,,,,2005,2453576.5,206,1718,2.0,Equipment Use,2453576.5,206.0,1755,0.25,A,40.31444444,-123.36083333,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00\x08\xea\xad\xe4\x17\xd7^\xc0\xc8\x1a%\xb7?(D@\x08\xea\xad\xe4\x17\xd7^\xc0\xc8\x1a%\xb7?(D@|\x01\x00\x00\x00\x08\xea\xad\xe4\x17\xd7^\xc0\xc8\x1a%\xb7?(D@\xfe',POINT (-123.36083333 40.31444444000005)
284,2580,2596,FS-1424491,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,22,54-06,B10J,POWERLINE,,,,,,2005,2453576.5,206,1710,2.0,Equipment Use,2453576.5,206.0,1720,0.1,A,40.28333333,-123.39222222,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00\x84\xea9+\x1a\xd9^\xc0\xc8\x1b=DD$D@\x84\xea9+\x1a\xd9^\xc0\xc8\x1b=DD$D@|\x01\x00\x00\x00\x84\xea9+\x1a\xd9^\xc0\xc8\x1b=DD$D@\xfe',POINT (-123.39222222 40.28333333000006)
285,2582,2598,FS-1424495,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,177,24,BE0B,FLARE,,,,,,2005,2453621.5,251,2315,7.0,Arson,2453621.5,251.0,2345,0.1,A,34.20555556,-117.81361111,5.0,USFS,CA,,,,"b'\x00\x01\xad\x10\x00\x00,GU4\x12t]\xc0\x08\xdb\x03\xa5O\x1aA@,GU4\x12t]\xc0\x08\xdb\x03\xa5O\x1aA@|\x01\x00\x00\x00,GU4\x12t]\xc0\x08\xdb\x03\xa5O\x1aA@\xfe'",POINT (-117.81361111 34.20555556000005)
286,2584,2600,FS-1424497,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,196,27,BE8B,PALM,,,,,,2005,2453642.5,272,1610,2.0,Equipment Use,2453642.5,272.0,1630,0.1,A,34.15222222,-117.83361111,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00\x10\xc2i\xe2Yu]\xc0\xf8O\x88\x04|\x13A@\x10\xc2i\xe2Yu]\xc0\xf8O\x88\x04|\x13A@|\x01\x00\x00\x00\x10\xc2i\xe2Yu]\xc0\xf8O\x88\x04|\x13A@\xfe',POINT (-117.83361111 34.15222222000006)
287,2587,2603,FS-1424503,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,201,28,B7RL,AZUSA,,,,,,2005,2453647.5,277,1753,2.0,Equipment Use,2453647.5,277.0,1800,0.1,A,34.1425,-117.89222222,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00\x84\xea9+\x1ay]\xc0\x10\xd7\xa3p=\x12A@\x84\xea9+\x1ay]\xc0\x10\xd7\xa3p=\x12A@|\x01\x00\x00\x00\x84\xea9+\x1ay]\xc0\x10\xd7\xa3p=\x12A@\xfe',POINT (-117.89222222 34.14250000000004)
288,2588,2604,FS-1424504,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,9,MDF-206,B0Q0,BUTTE,,,,,,2005,2453568.5,198,0130,2.0,Equipment Use,2453568.5,198.0,1153,1.15,B,41.6325,-121.39166667,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00P\xa5\x14\x11\x11Y^\xc00\\\x8f\xc2\xf5\xd0D@P\xa5\x14\x11\x11Y^\xc00\\\x8f\xc2\xf5\xd0D@|\x01\x00\x00\x00P\xa5\x14\x11\x11Y^\xc00\\\x8f\xc2\xf5\xd0D@\xfe',POINT (-121.3916666699999 41.63250000000005)
289,2590,2606,FS-1424512,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,63,05,B6QR,STUMP,,,,,,2005,2453631.5,261,1730,4.0,Campfire,2453631.5,261.0,1800,0.1,A,36.76805556,-118.95583333,5.0,USFS,CA,,,,"b'\x00\x01\xad\x10\x00\x00\xb41\x8f_,\xbd]\xc0\x08\xdb\x03\xa5ObB@\xb41\x8f_,\xbd]\xc0\x08\xdb\x03\xa5ObB@|\x01\x00\x00\x00\xb41\x8f_,\xbd]\xc0\x08\xdb\x03\xa5ObB@\xfe'",POINT (-118.95583333 36.76805556000005)
290,2592,2608,FS-1424514,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,10,MDF-241,B14J,214,,,,,,2005,2453577.5,207,1445,2.0,Equipment Use,2453577.5,207.0,1945,0.5,B,41.55333333,-120.67444444,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x0041\x03\x19*+^\xc0\x88\x11f\xa0\xd3\xc6D@41\x03\x19*+^\xc0\x88\x11f\xa0\xd3\xc6D@|\x01\x00\x00\x0041\x03\x19*+^\xc0\x88\x11f\xa0\xd3\xc6D@\xfe',POINT (-120.6744444399999 41.55333333000004)
291,2593,2609,FS-1424517,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,64,06,B6W0,CEDARBROOK,,,,,,2005,2453632.5,262,1710,5.0,Debris Burning,2453632.5,262.0,1930,0.1,A,36.71222222,-118.99861111,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00\xd0\xb7\x92>\xe9\xbf]\xc0@1\x03\x19*[B@\xd0\xb7\x92>\xe9\xbf]\xc0@1\x03\x19*[B@|\x01\x00\x00\x00\xd0\xb7\x92>\xe9\xbf]\xc0@1\x03\x19*[B@\xfe',POINT (-118.99861111 36.71222222000006)
292,2594,2610,FS-1424518,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,11,MDF-254,BE0K,SAND BUTTE,,,,,,2005,2453581.5,211,1807,1.0,Lightning,2453581.5,211.0,1926,0.1,A,41.66805556,-121.43444444,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xa8n\r\xf0\xcd[^\xc08\x0e7\xd8\x82\xd5D@\xa8n\r\xf0\xcd[^\xc08\x0e7\xd8\x82\xd5D@|\x01\x00\x00\x00\xa8n\r\xf0\xcd[^\xc08\x0e7\xd8\x82\xd5D@\xfe',POINT (-121.43444444 41.66805556000003)
293,2595,2611,FS-1424522,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,65,07,B6XN,SAMPSON FIRE,,,,,,2005,2453633.5,263,0900,1.0,Lightning,2453633.5,263.0,1200,0.1,A,36.76944444,-119.10361111,5.0,USFS,CA,,,,"b""\x00\x01\xad\x10\x00\x00\xf0<~\x90\xa1\xc6]\xc0\xd0\xf1\xc8'}bB@\xf0<~\x90\xa1\xc6]\xc0\xd0\xf1\xc8'}bB@|\x01\x00\x00\x00\xf0<~\x90\xa1\xc6]\xc0\xd0\xf1\xc8'}bB@\xfe""",POINT (-119.10361111 36.76944444000003)
294,2596,2612,FS-1424523,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,12,MDF-271,BE0K,BSFMU2,,,,,,2005,2453587.5,217,1655,1.0,Lightning,2453593.5,223.0,1600,10.0,C,41.63861111,-120.7075,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xe0z\x14\xaeG-^\xc0\x00(D\x02\xbe\xd1D@\xe0z\x14\xaeG-^\xc0\x00(D\x02\xbe\xd1D@|\x01\x00\x00\x00\xe0z\x14\xaeG-^\xc0\x00(D\x02\xbe\xd1D@\xfe',POINT (-120.7075 41.63861111000006)
295,2597,2613,FS-1424525,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,185,26,BE0B,CREEK,,,,,,2005,2453633.5,263,1000,1.0,Lightning,2453634.5,264.0,1300,0.1,A,34.31916667,-117.88361111,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00@\xf5\x9c\x15\x8dx]\xc0\xd0\xcf\x14t\xda(A@@\xf5\x9c\x15\x8dx]\xc0\xd0\xcf\x14t\xda(A@|\x01\x00\x00\x00@\xf5\x9c\x15\x8dx]\xc0\xd0\xcf\x14t\xda(A@\xfe',POINT (-117.8836111099999 34.31916667000007)
296,2598,2614,FS-1424529,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,65,04,BE0B,FLOWER,,,,,,2005,2453554.5,184,1850,9.0,Miscellaneous,2453554.5,184.0,1915,0.1,A,34.23,-117.78527778,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x04\xd8\xbb\xfdAr]\xc0H\n\xd7\xa3p\x1dA@\x04\xd8\xbb\xfdAr]\xc0H\n\xd7\xa3p\x1dA@|\x01\x00\x00\x00\x04\xd8\xbb\xfdAr]\xc0H\n\xd7\xa3p\x1dA@\xfe',POINT (-117.7852777799999 34.23000000000008)
297,2599,2615,FS-1424530,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,41,18,BE0P,GROUSE,,,,,,2005,2453588.5,218,1600,1.0,Lightning,2453588.5,218.0,2000,0.1,A,35.4075,-118.33444444,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00@\x08\xa7\x89g\x95]\xc0`\x8f\xc2\xf5(\xb4A@@\x08\xa7\x89g\x95]\xc0`\x8f\xc2\xf5(\xb4A@|\x01\x00\x00\x00@\x08\xa7\x89g\x95]\xc0`\x8f\xc2\xf5(\xb4A@\xfe',POINT (-118.33444444 35.40750000000003)
298,2615,2631,FS-1424587,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,6,MNF-714,BGJ7,LAKEVIEW,,,,,,2005,2453580.5,210,1530,8.0,Children,2453580.5,210.0,1545,0.25,A,39.12722222,-122.85111111,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00\x94\xad\xbb\x9ax\xb6^\xc0\xc8\x1cU\xd1H\x90C@\x94\xad\xbb\x9ax\xb6^\xc0\xc8\x1cU\xd1H\x90C@|\x01\x00\x00\x00\x94\xad\xbb\x9ax\xb6^\xc0\xc8\x1cU\xd1H\x90C@\xfe',POINT (-122.85111111 39.12722222000008)
299,2617,2633,FS-1424589,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,60,PNF-885,B67D,PEAVINE,,,,,,2005,2453637.5,267,1545,9.0,Miscellaneous,2453637.5,267.0,1900,0.25,A,39.78472222,-121.37666667,5.0,USFS,CA,7,007,Butte,b'\x00\x01\xad\x10\x00\x00(I\x85N\x1bX^\xc0 \xac\x17\xc7q\xe4C@(I\x85N\x1bX^\xc0 \xac\x17\xc7q\xe4C@|\x01\x00\x00\x00(I\x85N\x1bX^\xc0 \xac\x17\xc7q\xe4C@\xfe',POINT (-121.37666667 39.78472222000005)
300,2627,2643,FS-1424607,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,62,PNF-898,BE0M,LEWIS,,,,,,2005,2453640.5,270,0810,1.0,Lightning,2453640.5,270.0,1230,0.25,A,39.58333333,-121.11888889,13.0,STATE OR PRIVATE,CA,115,115,Yuba,b'\x00\x01\xad\x10\x00\x00\x18\x9a%\xe0\x9bG^\xc00\x82\xa3\xaa\xaa\xcaC@\x18\x9a%\xe0\x9bG^\xc00\x82\xa3\xaa\xaa\xcaC@|\x01\x00\x00\x00\x18\x9a%\xe0\x9bG^\xc00\x82\xa3\xaa\xaa\xcaC@\xfe',POINT (-121.11888889 39.58333333000007)
301,2629,2645,FS-1424610,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,89,1872,BEZ8,FORESTDALE,,,,,,2005,2453640.5,270,0700,1.0,Lightning,2453640.5,270.0,1740,0.1,A,38.66861111,-119.96305556,5.0,USFS,CA,3,003,Alpine,b'\x00\x01\xad\x10\x00\x00\x94\x9b\xc9\xb3\xa2\xfd]\xc0\xa0\x98\x81\x0c\x95UC@\x94\x9b\xc9\xb3\xa2\xfd]\xc0\xa0\x98\x81\x0c\x95UC@|\x01\x00\x00\x00\x94\x9b\xc9\xb3\xa2\xfd]\xc0\xa0\x98\x81\x0c\x95UC@\xfe',POINT (-119.96305556 38.66861111000003)
302,2633,2649,FS-1424620,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,8,002,BXV6,COTTONWOOD,,,,,,2005,2453553.5,183,1835,2.0,Equipment Use,2453553.5,183.0,2103,0.1,A,37.98222222,-120.02,5.0,USFS,CA,,,,"b""\x00\x01\xad\x10\x00\x00\xe0z\x14\xaeG\x01^\xc0\x00',u\xb9\xfdB@\xe0z\x14\xaeG\x01^\xc0\x00',u\xb9\xfdB@|\x01\x00\x00\x00\xe0z\x14\xaeG\x01^\xc0\x00',u\xb9\xfdB@\xfe""",POINT (-120.02 37.98222222000004)
303,2634,2650,FS-1424621,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,64,PNF-900,BE0M,POMPYS,,,,,,2005,2453640.5,270,0950,1.0,Lightning,2453640.5,270.0,1800,0.25,A,39.70861111,-121.2375,5.0,USFS,CA,7,007,Butte,b'\x00\x01\xad\x10\x00\x0003333O^\xc0(\x84\xd3\xc4\xb3\xdaC@03333O^\xc0(\x84\xd3\xc4\xb3\xdaC@|\x01\x00\x00\x0003333O^\xc0(\x84\xd3\xc4\xb3\xdaC@\xfe',POINT (-121.2375 39.70861111000005)
304,2644,2660,FS-1424638,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,10,1,B0SG,BUCKSKIN,,,,,,2005,2453568.5,198,1000,4.0,Campfire,2453568.5,198.0,1230,0.1,A,38.64305556,-120.30277778,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x8c\xc3\r\xb6`\x13^\xc0\x08\xdb\x03\xa5ORC@\x8c\xc3\r\xb6`\x13^\xc0\x08\xdb\x03\xa5ORC@|\x01\x00\x00\x00\x8c\xc3\r\xb6`\x13^\xc0\x08\xdb\x03\xa5ORC@\xfe',POINT (-120.30277778 38.64305556000005)
305,2646,2662,FS-1424643,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,14,04,B28D,MIDDLE FORK,,,,,,2005,2453586.5,216,1400,3.0,Smoking,2453586.5,216.0,1505,0.1,A,38.585,-120.29805556,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xd0\xa5\xa0W\x13\x13^\xc0\x80\x14\xaeG\xe1JC@\xd0\xa5\xa0W\x13\x13^\xc0\x80\x14\xaeG\xe1JC@|\x01\x00\x00\x00\xd0\xa5\xa0W\x13\x13^\xc0\x80\x14\xaeG\xe1JC@\xfe',POINT (-120.29805556 38.58500000000004)
306,2649,2665,FS-1424647,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,19,04,BE0D,FORNI,,,,,,2005,2453598.5,228,0655,1.0,Lightning,2453598.5,228.0,1700,0.1,A,38.81138889,-120.17305556,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xd0\xa5\xa0W\x13\x0b^\xc0\xa8qU\x97\xdbgC@\xd0\xa5\xa0W\x13\x0b^\xc0\xa8qU\x97\xdbgC@|\x01\x00\x00\x00\xd0\xa5\xa0W\x13\x0b^\xc0\xa8qU\x97\xdbgC@\xfe',POINT (-120.17305556 38.81138889000005)
307,2650,2666,FS-1424650,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,21,05,BE0D,STRAWBERRY,,,,,,2005,2453598.5,228,0700,1.0,Lightning,2453598.5,228.0,1615,0.1,A,38.80166667,-120.18027778,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xe8R\xd0\xab\x89\x0b^\xc0\xc0\xf8p\x03\x9dfC@\xe8R\xd0\xab\x89\x0b^\xc0\xc0\xf8p\x03\x9dfC@|\x01\x00\x00\x00\xe8R\xd0\xab\x89\x0b^\xc0\xc0\xf8p\x03\x9dfC@\xfe',POINT (-120.18027778 38.80166667000003)
308,2661,2678,FS-1424667,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,65,PNF-897,BE0M,SILVER,,,,,,2005,2453640.5,270,1010,1.0,Lightning,2453640.5,270.0,1225,0.1,A,39.80638889,-121.35611111,5.0,USFS,CA,7,007,Butte,b'\x00\x01\xad\x10\x00\x00L\xcc@\x86\xcaV^\xc084K\xc07\xe7C@L\xcc@\x86\xcaV^\xc084K\xc07\xe7C@|\x01\x00\x00\x00L\xcc@\x86\xcaV^\xc084K\xc07\xe7C@\xfe',POINT (-121.35611111 39.80638889000005)
309,2663,2680,FS-1424677,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,66,PNF-901,BE0M,RODY,,,,,,2005,2453640.5,270,1010,1.0,Lightning,2453640.5,270.0,1700,0.1,A,39.79861111,-121.34111111,5.0,USFS,CA,7,007,Butte,b'\x00\x01\xad\x10\x00\x00$p\xb1\xc3\xd4U^\xc0\x10\xd6\x8b\xe38\xe6C@$p\xb1\xc3\xd4U^\xc0\x10\xd6\x8b\xe38\xe6C@|\x01\x00\x00\x00$p\xb1\xc3\xd4U^\xc0\x10\xd6\x8b\xe38\xe6C@\xfe',POINT (-121.34111111 39.79861111000002)
